Time,Sensor1,Sensor2
2023-12-14 17:12:02.347279,"['53.9°', '9.7%']","['61.8°', '9.6%']"
2023-12-14 17:13:01.510215,"['53.7°', '9.7%']","['61.8°', '9.6%']"
2023-12-14 17:14:01.706616,"['53.7°', '9.7%']","['61.8°', '9.6%']"
2023-12-14 17:15:01.956062,"['53.7°', '9.7%']","['62°', '9.6%']"
2023-12-14 17:16:02.182325,"['53.7°', '9.7%']","['61.6°', '9.6%']"
2023-12-14 17:17:02.432480,"['53.7°', '9.7%']","['61.8°', '9.6%']"
2023-12-14 17:18:01.695783,"['53.9°', '9.7%']","['61.8°', '9.6%']"
2023-12-14 17:19:01.933368,"['53.5°', '9.7%']","['61.8°', '9.6%']"
2023-12-14 17:20:02.126877,"['53.7°', '9.7%']","['61.8°', '9.6%']"
2023-12-14 17:21:02.311923,"['53.5°', '9.7%']","['61.6°', '9.6%']"
2023-12-14 17:22:01.509705,"['53.5°', '9.7%']","['61.8°', '9.5%']"
2023-12-14 17:23:01.657105,"['53.7°', '9.6%']","['61.8°', '9.6%']"
2023-12-14 17:24:01.668998,"['53.7°', '9.7%']","['61.8°', '9.5%']"
2023-12-14 17:25:01.946503,"['53.7°', '9.6%']","['61.8°', '9.6%']"
2023-12-14 17:26:02.050648,"['53.7°', '9.7%']","['61.8°', '9.5%']"
2023-12-14 17:27:02.195000,"['53.7°', '9.6%']","['61.8°', '9.5%']"
2023-12-14 17:28:02.260558,"['53.7°', '9.6%']","['61.8°', '9.5%']"
2023-12-14 17:29:02.436092,"['53.7°', '9.6%']","['61.8°', '9.5%']"
2023-12-14 17:30:01.536769,"['53.7°', '9.6%']","['61.8°', '9.5%']"
2023-12-14 17:31:01.871612,"['53.7°', '9.6%']","['61.8°', '9.5%']"
2023-12-14 17:32:01.990255,"['53.5°', '9.6%']","['61.8°', '9.5%']"
2023-12-14 17:33:02.286513,"['53.7°', '9.6%']","['61.8°', '9.5%']"
2023-12-14 17:34:02.318145,"['53.5°', '9.6%']","['61.8°', '9.5%']"
2023-12-14 17:35:01.553540,"['53.7°', '9.6%']","['61.8°', '9.5%']"
2023-12-14 17:36:01.624414,"['53.5°', '9.6%']","['61.8°', '9.5%']"
2023-12-14 17:37:01.799837,"['53.7°', '9.6%']","['61.8°', '9.5%']"
2023-12-14 17:38:02.161792,"['53.7°', '9.6%']","['61.6°', '9.4%']"
2023-12-14 17:39:02.415481,"['53.5°', '9.6%']","['61.8°', '9.5%']"
2023-12-14 17:40:01.485424,"['53.5°', '9.6%']","['61.8°', '9.4%']"
2023-12-14 17:41:01.876615,"['53.7°', '9.6%']","['61.8°', '9.4%']"
2023-12-14 17:42:02.010507,"['53.7°', '9.6%']","['62°', '9.4%']"
2023-12-14 17:43:02.127167,"['53.5°', '9.6%']","['61.8°', '9.4%']"
2023-12-14 17:44:02.398300,"['53.5°', '9.6%']","['61.8°', '9.4%']"
2023-12-14 17:45:01.471485,"['53.7°', '9.6%']","['62°', '9.4%']"
2023-12-14 17:46:01.766477,"['53.5°', '9.5%']","['61.8°', '9.4%']"
2023-12-14 17:47:01.916541,"['53.5°', '9.5%']","['61.8°', '9.4%']"
2023-12-14 17:48:02.181997,"['53.5°', '9.5%']","['61.8°', '9.4%']"
2023-12-14 17:49:02.341413,"['53.5°', '9.5%']","['61.8°', '9.4%']"
2023-12-14 17:50:02.028942,"['53.5°', '9.5%']","['61.8°', '9.4%']"
2023-12-14 17:51:02.328378,"['53.7°', '9.5%']","['62°', '9.4%']"
2023-12-14 17:52:01.610867,"['53.5°', '9.5%']","['61.8°', '9.4%']"
2023-12-14 17:53:01.757783,"['53.5°', '9.5%']","['61.8°', '9.4%']"
2023-12-14 17:54:01.865086,"['53.7°', '9.5%']","['61.8°', '9.4%']"
2023-12-14 17:55:02.183954,"['53.5°', '9.6%']","['61.8°', '9.4%']"
2023-12-14 17:56:02.370122,"['53.5°', '9.5%']","['61.8°', '9.4%']"
2023-12-14 17:57:01.589665,"['53.5°', '9.5%']","['61.8°', '9.4%']"
2023-12-14 17:58:01.670985,"['53.5°', '9.5%']","['61.8°', '9.4%']"
2023-12-14 17:59:01.964911,"['53.5°', '9.5%']","['61.8°', '9.4%']"
2023-12-14 18:00:02.330989,"['53.5°', '9.5%']","['61.8°', '9.4%']"
2023-12-14 18:01:01.946594,"['53.5°', '9.5%']","['61.6°', '9.4%']"
2023-12-14 18:02:01.991116,"['53.5°', '9.5%']","['61.8°', '9.4%']"
2023-12-14 18:03:02.066983,"['53.5°', '9.5%']","['61.8°', '9.4%']"
2023-12-14 18:04:02.324753,"['53.5°', '9.5%']","['61.4°', '9.4%']"
2023-12-14 18:05:01.622435,"['53.5°', '9.4%']","['61.8°', '9.4%']"
2023-12-14 18:06:01.808347,"['53.5°', '9.4%']","['61.8°', '9.3%']"
2023-12-14 18:07:02.141055,"['53.5°', '9.4%']","['61.8°', '9.3%']"
2023-12-14 18:08:02.334520,"['53.5°', '9.4%']","['61.8°', '9.4%']"
2023-12-14 18:09:01.511198,"['53.5°', '9.4%']","['61.8°', '9.3%']"
2023-12-14 18:10:01.678678,"['53.5°', '9.4%']","['61.8°', '9.3%']"
2023-12-14 18:11:01.867614,"['53.5°', '9.4%']","['61.8°', '9.3%']"
2023-12-14 18:12:02.081551,"['53.3°', '9.4%']","['61.6°', '9.3%']"
2023-12-14 18:13:02.205653,"['53.3°', '9.4%']","['61.6°', '9.3%']"
2023-12-14 18:14:02.475337,"['53.5°', '9.4%']","['61.8°', '9.3%']"
2023-12-14 18:15:01.662805,"['53.5°', '9.4%']","['61.6°', '9.3%']"
2023-12-14 18:16:01.878010,"['53.5°', '9.4%']","['61.8°', '9.3%']"
2023-12-14 18:17:02.109531,"['53.5°', '9.4%']","['61.8°', '9.3%']"
2023-12-14 18:18:02.267154,"['53.3°', '9.4%']","['61.6°', '9.3%']"
2023-12-14 18:19:01.567184,"['53.7°', '9.4%']","['61.6°', '9.3%']"
2023-12-14 18:20:01.850932,"['53.5°', '9.4%']","['61.6°', '9.3%']"
2023-12-14 18:21:02.112273,"['53.5°', '9.4%']","['61.6°', '9.3%']"
2023-12-14 18:22:02.311036,"['53.5°', '9.4%']","['61.6°', '9.3%']"
2023-12-14 18:23:01.542181,"['53.5°', '9.4%']","['61.8°', '9.3%']"
2023-12-14 18:24:01.785366,"['53.3°', '9.4%']","['61.6°', '9.3%']"
2023-12-14 18:25:01.929082,"['53.5°', '9.4%']","['61.6°', '9.3%']"
2023-12-14 18:26:02.061119,"['53.3°', '9.4%']","['61.6°', '9.2%']"
2023-12-14 18:27:02.249883,"['53.3°', '9.4%']","['61.6°', '9.2%']"
2023-12-14 18:28:02.248894,"['53.3°', '9.4%']","['61.8°', '9.3%']"
2023-12-14 18:29:01.454601,"['53.5°', '9.3%']","['61.8°', '9.3%']"
2023-12-14 18:30:01.691620,"['53.5°', '9.4%']","['61.8°', '9.2%']"
2023-12-14 18:31:01.989958,"['53.5°', '9.4%']","['61.8°', '9.2%']"
2023-12-14 18:32:02.090735,"['53.5°', '9.3%']","['61.6°', '9.2%']"
2023-12-14 18:33:02.328074,"['53.5°', '9.3%']","['61.6°', '9.2%']"
2023-12-14 18:34:01.612057,"['53.5°', '9.3%']","['61.6°', '9.2%']"
2023-12-14 18:35:01.888687,"['53.3°', '9.3%']","['61.6°', '9.1%']"
2023-12-14 18:36:02.078142,"['53.5°', '9.3%']","['61.4°', '9.2%']"
2023-12-14 18:37:02.411920,"['53.3°', '9.3%']","['61.6°', '9.2%']"
2023-12-14 18:38:01.552110,"['53.3°', '9.3%']","['61.6°', '9.1%']"
2023-12-14 18:39:02.069729,"['53.5°', '9.3%']","['61.6°', '9.2%']"
2023-12-14 18:40:01.516365,"['53.3°', '9.3%']","['61.6°', '9.1%']"
2023-12-14 18:41:01.719539,"['53.3°', '9.3%']","['61.6°', '9.1%']"
2023-12-14 18:42:01.850900,"['53.5°', '9.3%']","['61.6°', '9.1%']"
2023-12-14 18:43:02.356532,"['53.3°', '9.3%']","['61.6°', '9.1%']"
2023-12-14 18:44:01.513811,"['53.3°', '9.3%']","['61.6°', '9.1%']"
2023-12-14 18:45:01.817094,"['53.5°', '9.3%']","['61.6°', '9.1%']"
2023-12-14 18:46:02.038361,"['53.3°', '9.3%']","['61.6°', '9.1%']"
2023-12-14 18:47:02.329751,"['53.5°', '9.3%']","['61.6°', '9.1%']"
2023-12-14 18:48:01.573291,"['53.3°', '9.3%']","['61.6°', '9.1%']"
2023-12-14 18:49:01.728826,"['53.3°', '9.3%']","['61.6°', '9.1%']"
2023-12-14 18:50:01.941144,"['53.5°', '9.3%']","['61.6°', '9.1%']"
2023-12-14 18:51:01.463774,"['53.5°', '9.3%']","['61.6°', '9.1%']"
2023-12-14 18:52:01.592550,"['53.3°', '9.3%']","['61.6°', '9.1%']"
2023-12-14 18:53:01.850965,"['53.3°', '9.3%']","['61.6°', '9.1%']"
2023-12-14 18:54:02.036983,"['53.3°', '9.2%']","['61.6°', '9.1%']"
2023-12-14 18:55:02.196404,"['53.3°', '9.3%']","['61.6°', '9.1%']"
2023-12-14 18:56:02.189466,"['53.5°', '9.1%']","['61.6°', '9.1%']"
2023-12-14 18:57:02.217329,"['53.5°', '9.2%']","['61.6°', '9.1%']"
2023-12-14 18:58:02.334633,"['53.3°', '9.2%']","['61.6°', '9%']"
2023-12-14 18:59:02.428692,"['53.5°', '9.2%']","['61.6°', '9.1%']"
2023-12-14 19:00:01.671614,"['53.5°', '9.2%']","['61.6°', '9.1%']"
2023-12-14 19:01:01.928747,"['53.3°', '9.2%']","['61.6°', '9.1%']"
2023-12-14 19:02:02.258824,"['53.5°', '9.2%']","['61.6°', '9%']"
2023-12-14 19:03:02.447921,"['53.3°', '9.2%']","['61.6°', '9%']"
2023-12-14 19:04:01.668816,"['53.3°', '9.1%']","['61.6°', '9%']"
2023-12-14 19:05:01.926932,"['53.3°', '9.2%']","['61.6°', '9%']"
2023-12-14 19:06:02.236982,"['53.5°', '9.2%']","['61.6°', '9%']"
2023-12-14 19:07:02.432313,"['53.3°', '9.1%']","['61.6°', '9%']"
2023-12-14 19:08:01.627736,"['53.5°', '9.1%']","['61.6°', '9%']"
2023-12-14 19:09:01.829478,"['53.3°', '9.1%']","['61.6°', '9%']"
2023-12-14 19:10:02.061648,"['53.3°', '9.1%']","['61.8°', '9%']"
2023-12-14 19:11:02.432813,"['53.5°', '9.1%']","['61.8°', '9%']"
2023-12-14 19:12:01.809622,"['53.3°', '9.1%']","['61.6°', '9%']"
2023-12-14 19:13:01.960837,"['53.3°', '9.1%']","['61.6°', '9%']"
2023-12-14 19:14:02.124616,"['53.3°', '9.1%']","['61.6°', '9%']"
2023-12-14 19:15:02.460064,"['53.3°', '9.1%']","['61.6°', '9%']"
2023-12-14 19:16:01.748794,"['53.3°', '9.1%']","['61.6°', '9%']"
2023-12-14 19:17:02.021340,"['53.5°', '9.1%']","['61.6°', '9%']"
2023-12-14 19:18:02.122982,"['53.3°', '9.1%']","['61.6°', '9%']"
2023-12-14 19:19:01.453947,"['53.3°', '9.1%']","['61.6°', '9%']"
2023-12-14 19:20:01.636805,"['53.3°', '9.1%']","['61.6°', '9%']"
2023-12-14 19:21:01.932069,"['53.3°', '9.1%']","['61.6°', '9%']"
2023-12-14 19:22:02.258427,"['53.3°', '9.1%']","['61.6°', '9%']"
2023-12-14 19:23:02.419734,"['53.3°', '9.1%']","['61.6°', '9%']"
2023-12-14 19:24:01.672641,"['53.3°', '9.1%']","['61.4°', '9%']"
2023-12-14 19:25:01.954907,"['53.5°', '9.1%']","['61.6°', '9%']"
2023-12-14 19:26:02.128821,"['53.3°', '9.1%']","['61.6°', '9%']"
2023-12-14 19:27:02.258763,"['53.3°', '9.1%']","['61.6°', '8.9%']"
2023-12-14 19:28:02.446449,"['53.3°', '9.1%']","['61.4°', '8.9%']"
2023-12-14 19:29:01.732134,"['53.3°', '9%']","['61.6°', '8.9%']"
2023-12-14 19:30:01.848584,"['53.3°', '9.1%']","['61.6°', '8.9%']"
2023-12-14 19:31:02.184702,"['53.3°', '9%']","['61.6°', '8.9%']"
2023-12-14 19:32:02.270687,"['53.3°', '9%']","['61.6°', '8.9%']"
2023-12-14 19:33:02.367664,"['53.3°', '9%']","['61.6°', '8.9%']"
2023-12-14 19:34:01.724023,"['53.3°', '9%']","['61.6°', '8.9%']"
2023-12-14 19:35:01.871621,"['53.3°', '9%']","['61.6°', '8.9%']"
2023-12-14 19:36:02.043886,"['53.3°', '9%']","['61.6°', '8.9%']"
2023-12-14 19:37:02.221325,"['53.3°', '9%']","['61.6°', '8.9%']"
2023-12-14 19:38:02.442937,"['53.3°', '9%']","['61.6°', '8.9%']"
2023-12-14 19:39:01.549591,"['53.3°', '9%']","['61.6°', '8.9%']"
2023-12-14 19:40:01.741413,"['53.3°', '9%']","['61.6°', '8.9%']"
2023-12-14 19:41:02.001571,"['53.3°', '9%']","['61.6°', '8.9%']"
2023-12-14 19:42:02.184478,"['53.3°', '9%']","['61.6°', '8.9%']"
2023-12-14 19:43:01.580389,"['53.3°', '9%']","['61.6°', '8.9%']"
2023-12-14 19:44:01.998690,"['53.3°', '9%']","['61.6°', '8.9%']"
2023-12-14 19:45:02.182827,"['53.3°', '9%']","['61.6°', '8.9%']"
2023-12-14 19:46:02.450695,"['53.5°', '9%']","['61.6°', '8.9%']"
2023-12-14 19:47:01.604727,"['53.3°', '9%']","['61.6°', '8.9%']"
2023-12-14 19:48:01.826016,"['53.3°', '9%']","['61.6°', '8.9%']"
2023-12-14 19:49:02.101436,"['53.3°', '9%']","['61.6°', '8.8%']"
2023-12-14 19:50:02.289545,"['53.3°', '9%']","['61.4°', '8.9%']"
2023-12-14 19:51:01.836776,"['53.3°', '9%']","['61.6°', '8.8%']"
2023-12-14 19:52:02.185315,"['53.5°', '9%']","['61.6°', '8.8%']"
2023-12-14 19:53:02.382092,"['53.3°', '9%']","['61.8°', '8.8%']"
2023-12-14 19:54:01.613561,"['53.3°', '9%']","['61.6°', '8.8%']"
2023-12-14 19:55:01.780364,"['53.3°', '9%']","['61.6°', '8.8%']"
2023-12-14 19:56:01.949206,"['53.3°', '9%']","['61.6°', '8.8%']"
2023-12-14 19:57:02.191090,"['53.5°', '9%']","['61.6°', '8.9%']"
2023-12-14 19:58:02.413984,"['53.5°', '9%']","['61.8°', '8.9%']"
2023-12-14 19:59:01.761202,"['53.3°', '9%']","['61.6°', '8.8%']"
2023-12-14 20:00:01.968717,"['53.3°', '9%']","['61.4°', '8.8%']"
2023-12-14 20:01:02.246020,"['53.3°', '9%']","['61.6°', '8.8%']"
2023-12-14 20:02:01.663297,"['53.3°', '9%']","['61.6°', '8.8%']"
2023-12-14 20:03:01.846772,"['53.3°', '9%']","['61.6°', '8.8%']"
2023-12-14 20:04:02.040943,"['53.3°', '9%']","['61.6°', '8.8%']"
2023-12-14 20:05:02.293608,"['53.3°', '9%']","['61.6°', '8.8%']"
2023-12-14 20:06:01.666764,"['53.3°', '8.9%']","['61.6°', '8.8%']"
2023-12-14 20:07:01.895764,"['53.3°', '9%']","['61.6°', '8.8%']"
2023-12-14 20:08:02.125327,"['53.3°', '9%']","['61.6°', '8.8%']"
2023-12-14 20:09:02.276339,"['53.3°', '9%']","['61.6°', '8.8%']"
2023-12-14 20:10:02.412113,"['53.3°', '9%']","['61.8°', '8.8%']"
2023-12-14 20:11:01.621412,"['53.3°', '8.9%']","['61.6°', '8.8%']"
2023-12-14 20:12:01.887214,"['53.3°', '9%']","['61.6°', '8.8%']"
2023-12-14 20:13:02.177913,"['53.3°', '8.9%']","['61.6°', '8.8%']"
2023-12-14 20:14:02.351046,"['53.3°', '8.9%']","['61.6°', '8.8%']"
2023-12-14 20:15:01.592024,"['53.3°', '8.9%']","['61.8°', '8.8%']"
2023-12-14 20:16:01.809516,"['53.3°', '9%']","['61.8°', '8.8%']"
2023-12-14 20:17:01.872555,"['53.3°', '8.9%']","['61.6°', '8.8%']"
2023-12-14 20:18:02.287494,"['53.3°', '9%']","['61.6°', '8.8%']"
2023-12-14 20:19:01.474152,"['53.3°', '8.9%']","['61.6°', '8.8%']"
2023-12-14 20:20:01.797841,"['53.3°', '8.9%']","['61.6°', '8.8%']"
2023-12-14 20:21:02.168007,"['53.3°', '8.9%']","['61.6°', '8.8%']"
2023-12-14 20:22:02.217991,"['53.3°', '8.9%']","['61.6°', '8.8%']"
2023-12-14 20:23:02.446768,"['53.3°', '8.9%']","['61.6°', '8.8%']"
2023-12-14 20:24:01.639404,"['53.3°', '8.9%']","['61.6°', '8.8%']"
2023-12-14 20:25:01.849258,"['53.3°', '8.9%']","['61.6°', '8.8%']"
2023-12-14 20:26:02.031343,"['53.3°', '8.9%']","['61.6°', '8.7%']"
2023-12-14 20:27:02.296357,"['53.3°', '8.9%']","['61.6°', '8.8%']"
2023-12-14 20:28:01.469144,"['53.5°', '8.9%']","['61.6°', '8.8%']"
2023-12-14 20:29:01.663893,"['53.3°', '8.9%']","['61.6°', '8.8%']"
2023-12-14 20:30:01.874836,"['53.3°', '8.9%']","['61.6°', '8.8%']"
2023-12-14 20:31:01.988874,"['53.3°', '8.9%']","['61.6°', '8.8%']"
2023-12-14 20:32:02.332525,"['53.3°', '8.9%']","['61.8°', '8.8%']"
2023-12-14 20:33:01.610735,"['53.3°', '8.9%']","['61.6°', '8.8%']"
2023-12-14 20:34:01.787692,"['53.3°', '8.9%']","['61.6°', '8.7%']"
2023-12-14 20:35:02.021049,"['53.3°', '8.9%']","['61.6°', '8.7%']"
2023-12-14 20:36:02.242257,"['53.3°', '8.9%']","['61.6°', '8.7%']"
2023-12-14 20:37:01.450782,"['53.3°', '8.9%']","['61.6°', '8.8%']"
2023-12-14 20:38:01.538899,"['53.3°', '8.9%']","['61.6°', '8.7%']"
2023-12-14 20:39:01.621006,"['53.3°', '8.9%']","['61.4°', '8.7%']"
2023-12-14 20:40:01.930868,"['53.3°', '8.9%']","['61.6°', '8.8%']"
2023-12-14 20:41:02.121511,"['53.1°', '8.9%']","['61.6°', '8.8%']"
2023-12-14 20:42:02.340063,"['53.3°', '8.9%']","['61.6°', '8.7%']"
2023-12-14 20:43:01.730210,"['53.3°', '8.9%']","['61.6°', '8.7%']"
2023-12-14 20:44:01.884137,"['53.3°', '8.8%']","['61.4°', '8.7%']"
2023-12-14 20:45:02.046944,"['53.3°', '8.8%']","['61.4°', '8.7%']"
2023-12-14 20:46:02.258881,"['53.3°', '8.8%']","['61.4°', '8.7%']"
2023-12-14 20:47:02.442016,"['53.5°', '8.8%']","['61.6°', '8.7%']"
2023-12-14 20:48:01.610641,"['53.3°', '8.8%']","['61.6°', '8.8%']"
2023-12-14 20:49:01.774462,"['53.3°', '8.8%']","['61.6°', '8.7%']"
2023-12-14 20:50:02.026741,"['53.3°', '8.8%']","['61.6°', '8.7%']"
2023-12-14 20:51:02.443195,"['53.3°', '8.8%']","['61.4°', '8.7%']"
2023-12-14 20:52:01.511626,"['53.3°', '8.8%']","['61.6°', '8.7%']"
2023-12-14 20:53:01.580280,"['53.3°', '8.9%']","['61.6°', '8.7%']"
2023-12-14 20:54:02.121721,"['53.3°', '8.8%']","['61.6°', '8.7%']"
2023-12-14 20:55:02.309191,"['53.3°', '8.8%']","['61.4°', '8.8%']"
2023-12-14 20:56:01.470583,"['53.3°', '8.8%']","['61.4°', '8.7%']"
2023-12-14 20:57:01.737298,"['53.3°', '8.8%']","['61.4°', '8.7%']"
2023-12-14 20:58:01.977098,"['53.3°', '8.8%']","['61.4°', '8.7%']"
2023-12-14 20:59:02.197158,"['53.3°', '8.8%']","['61.6°', '8.7%']"
2023-12-14 21:00:02.336347,"['53.3°', '8.8%']","['61.4°', '8.7%']"
2023-12-14 21:01:01.577826,"['53.3°', '8.8%']","['61.6°', '8.7%']"
2023-12-14 21:02:01.785485,"['53.1°', '8.8%']","['61.4°', '8.7%']"
2023-12-14 21:03:01.958859,"['53.3°', '8.8%']","['61.6°', '8.7%']"
2023-12-14 21:04:02.197726,"['53.3°', '8.8%']","['61.4°', '8.7%']"
2023-12-14 21:05:01.535057,"['53.3°', '8.8%']","['61.6°', '8.7%']"
2023-12-14 21:06:01.759930,"['53.3°', '8.8%']","['61.4°', '8.7%']"
2023-12-14 21:07:02.102717,"['53.3°', '8.8%']","['61.6°', '8.7%']"
2023-12-14 21:08:02.347516,"['53.3°', '8.8%']","['61.4°', '8.7%']"
2023-12-14 21:09:01.777517,"['53.3°', '8.8%']","['61.4°', '8.6%']"
2023-12-14 21:10:02.173916,"['53.3°', '8.8%']","['61.6°', '8.6%']"
2023-12-14 21:11:02.299079,"['53.3°', '8.7%']","['61.4°', '8.6%']"
2023-12-14 21:12:01.515481,"['53.1°', '8.8%']","['61.6°', '8.6%']"
2023-12-14 21:13:01.758394,"['53.3°', '8.8%']","['61.4°', '8.6%']"
2023-12-14 21:14:01.990243,"['53.3°', '8.7%']","['61.6°', '8.6%']"
2023-12-14 21:15:02.183036,"['53.3°', '8.8%']","['61.6°', '8.6%']"
2023-12-14 21:16:02.339997,"['53.3°', '8.7%']","['61.4°', '8.6%']"
2023-12-14 21:17:01.509683,"['53.3°', '8.7%']","['61.6°', '8.6%']"
2023-12-14 21:18:01.686495,"['53.3°', '8.7%']","['61.4°', '8.6%']"
2023-12-14 21:19:01.759075,"['53.5°', '8.8%']","['61.4°', '8.6%']"
2023-12-14 21:20:02.042196,"['53.3°', '8.7%']","['61.6°', '8.6%']"
2023-12-14 21:21:02.180892,"['53.3°', '8.7%']","['61.4°', '8.6%']"
2023-12-14 21:22:02.377039,"['53.3°', '8.8%']","['61.6°', '8.6%']"
2023-12-14 21:23:01.686224,"['53.3°', '8.7%']","['61.6°', '8.6%']"
2023-12-14 21:24:01.851431,"['53.3°', '8.7%']","['61.4°', '8.6%']"
2023-12-14 21:25:02.111844,"['53.3°', '8.7%']","['61.4°', '8.6%']"
2023-12-14 21:26:02.277796,"['53.3°', '8.7%']","['61.4°', '8.6%']"
2023-12-14 21:27:01.527137,"['53.3°', '8.7%']","['61.4°', '8.6%']"
2023-12-14 21:28:01.873921,"['53.3°', '8.7%']","['61.4°', '8.6%']"
2023-12-14 21:29:02.006898,"['53.3°', '8.7%']","['61.4°', '8.6%']"
2023-12-14 21:30:02.261082,"['53.3°', '8.7%']","['61.4°', '8.6%']"
2023-12-14 21:31:01.698593,"['53.3°', '8.7%']","['61.4°', '8.6%']"
2023-12-14 21:32:02.254357,"['53.5°', '8.7%']","['61.4°', '8.6%']"
2023-12-14 21:33:01.662458,"['53.3°', '8.7%']","['61.4°', '8.6%']"
2023-12-14 21:34:01.928996,"['53.3°', '8.7%']","['61.6°', '8.6%']"
2023-12-14 21:35:02.237934,"['53.3°', '8.7%']","['61.4°', '8.6%']"
2023-12-14 21:36:02.354764,"['53.3°', '8.7%']","['61.6°', '8.6%']"
2023-12-14 21:37:01.625078,"['53.3°', '8.7%']","['61.4°', '8.5%']"
2023-12-14 21:38:01.709217,"['53.1°', '8.7%']","['61.4°', '8.6%']"
2023-12-14 21:39:01.970995,"['53.3°', '8.7%']","['61.6°', '8.5%']"
2023-12-14 21:40:02.256485,"['53.3°', '8.7%']","['61.4°', '8.5%']"
2023-12-14 21:41:02.438744,"['53.3°', '8.7%']","['61.4°', '8.5%']"
2023-12-14 21:42:01.526781,"['53.3°', '8.7%']","['61.4°', '8.5%']"
2023-12-14 21:43:01.690193,"['53.3°', '8.7%']","['61.4°', '8.5%']"
2023-12-14 21:44:01.846863,"['53.1°', '8.7%']","['61.6°', '8.5%']"
2023-12-14 21:45:02.195921,"['53.3°', '8.7%']","['61.4°', '8.5%']"
2023-12-14 21:46:02.368730,"['53.3°', '8.7%']","['61.4°', '8.5%']"
2023-12-14 21:47:01.592263,"['53.3°', '8.7%']","['61.4°', '8.5%']"
2023-12-14 21:48:01.885940,"['53.3°', '8.7%']","['61.4°', '8.5%']"
2023-12-14 21:49:02.049054,"['53.3°', '8.7%']","['61.4°', '8.5%']"
2023-12-14 21:50:02.106581,"['53.3°', '8.7%']","['61.4°', '8.5%']"
2023-12-14 21:51:01.562339,"['53.3°', '8.7%']","['61.4°', '8.5%']"
2023-12-14 21:52:01.720884,"['53.3°', '8.7%']","['61.4°', '8.5%']"
2023-12-14 21:53:01.922520,"['53.3°', '8.7%']","['61.4°', '8.5%']"
2023-12-14 21:54:02.174225,"['53.3°', '8.6%']","['61.6°', '8.5%']"
2023-12-14 21:55:02.378921,"['53.3°', '8.6%']","['61.4°', '8.5%']"
2023-12-14 21:56:01.625120,"['52.9°', '8.7%']","['61.4°', '8.5%']"
2023-12-14 21:57:01.797940,"['53.3°', '8.6%']","['61.4°', '8.5%']"
2023-12-14 21:58:01.927542,"['53.1°', '8.7%']","['61.4°', '8.5%']"
2023-12-14 21:59:02.219841,"['53.1°', '8.6%']","['61.4°', '8.5%']"
2023-12-14 22:00:02.346703,"['53.3°', '8.6%']","['61.4°', '8.5%']"
2023-12-14 22:01:01.925145,"['53.1°', '8.6%']","['61.4°', '8.5%']"
2023-12-14 22:02:02.065518,"['53.3°', '8.6%']","['61.4°', '8.5%']"
2023-12-14 22:03:02.274537,"['53.3°', '8.6%']","['61.4°', '8.5%']"
2023-12-14 22:04:01.580953,"['53.3°', '8.6%']","['61.4°', '8.5%']"
2023-12-14 22:05:01.809523,"['53.1°', '8.6%']","['61.4°', '8.5%']"
2023-12-14 22:06:01.942700,"['53.1°', '8.6%']","['61.4°', '8.5%']"
2023-12-14 22:07:02.170997,"['53.3°', '8.6%']","['61.4°', '8.5%']"
2023-12-14 22:08:02.416252,"['53.1°', '8.6%']","['61.4°', '8.5%']"
2023-12-14 22:09:01.659371,"['52.9°', '8.6%']","['61.4°', '8.5%']"
2023-12-14 22:10:01.840270,"['53.1°', '8.6%']","['61.4°', '8.5%']"
2023-12-14 22:11:02.049100,"['53.1°', '8.6%']","['61.4°', '8.5%']"
2023-12-14 22:12:02.191431,"['53.1°', '8.6%']","['61.4°', '8.5%']"
2023-12-14 22:13:02.430442,"['53.3°', '8.6%']","['61.4°', '8.5%']"
2023-12-14 22:14:01.624251,"['53.1°', '8.6%']","['61.4°', '8.4%']"
2023-12-14 22:15:01.930794,"['53.1°', '8.6%']","['61.4°', '8.5%']"
2023-12-14 22:16:02.192128,"['53.1°', '8.6%']","['61.4°', '8.5%']"
2023-12-14 22:17:02.460858,"['53.3°', '8.6%']","['61.4°', '8.4%']"
2023-12-14 22:18:01.695952,"['53.1°', '8.6%']","['61.4°', '8.5%']"
2023-12-14 22:19:01.938325,"['53.3°', '8.6%']","['61.4°', '8.4%']"
2023-12-14 22:20:02.126149,"['53.1°', '8.6%']","['61.4°', '8.4%']"
2023-12-14 22:21:02.404279,"['53.3°', '8.6%']","['61.4°', '8.4%']"
2023-12-14 22:22:01.518676,"['53.3°', '8.6%']","['61.4°', '8.4%']"
2023-12-14 22:23:01.709526,"['53.1°', '8.6%']","['61.4°', '8.4%']"
2023-12-14 22:24:01.789901,"['53.1°', '8.6%']","['61.4°', '8.4%']"
2023-12-14 22:25:01.862829,"['53.1°', '8.6%']","['61.4°', '8.4%']"
2023-12-14 22:26:02.196249,"['53.3°', '8.6%']","['61.4°', '8.4%']"
2023-12-14 22:27:02.277313,"['53.1°', '8.6%']","['61.4°', '8.4%']"
2023-12-14 22:28:01.491518,"['52.9°', '8.6%']","['61.4°', '8.4%']"
2023-12-14 22:29:01.492783,"['53.1°', '8.5%']","['61.4°', '8.4%']"
2023-12-14 22:30:01.671222,"['53.1°', '8.5%']","['61.4°', '8.4%']"
2023-12-14 22:31:01.920497,"['53.1°', '8.5%']","['61.4°', '8.4%']"
2023-12-14 22:32:02.030276,"['53.1°', '8.5%']","['61.4°', '8.4%']"
